A_STUDY,A_WAVE,A_YEAR,B_COUNTRY,B_COUNTRY_ALPHA,S025,W_WEIGHT,S018,H_URBRURAL,H_SETTLEMENT,G_TOWNSIZE,G_TOWNSIZE2,I_PSU,E_RESPINT,E1_LITERACY,F_INTPRIVACY,Q260,Q261,Q262,X003R,X003R2,Q263,Q264,Q265,Q269,Q270,Q271,Q273,Q274,Q275,Q275R,Q279,Q281,Q284,Q285,Q286,Q287P,Q288,Q288R,Q289,Q290,Q240,Q241,Q199P,Q209P,Q216P,Q57P,Q58P,Q59P,Q60P,Q61P,Q62P,Q63P,Q64P,Q65P,Q66P,Q67P,Q68P,Q69P,Q70P,Q71P,Q72P,Q73P,Q74P,Q75P,Q76P,Q77P,Q78P,Q79P,Q80P,Q81P,Q82P,Q83P,Q84P,Q85P,Q86P,Q87P,Q88P,Q89P,Q292A,Q292B,Q292C,Q292D,Q292E,Q292F,Q292G,Q292H,Q292I,Q292K,Q292O,Q292A_REVERSE_FLAG,Q292B_REVERSE_FLAG,Q292I_REVERSE_FLAG
2,7,2018,218,ECU,2182018,1.0,0.8333333,2,5,1,1,107,1,,2,2,1989,28,2,1,1,1,1,1,7,2,6,0,6,3,1,3,2,2,2,4,6,2,1,218012,5,6,3,3,1,1,4,3,3,2,2,2,2,3,3,3,3,3,3,3,1,3,1,3,3,3,4,3,3,3,,3,3,3,1,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,3,7,4,108,1,,2,1,1987,30,2,2,1,1,1,1,8,1,1,2,3,2,1,7,2,1,3,4,5,2,,218012,5,6,1,1,1,1,2,2,2,2,1,1,4,3,2,2,2,3,3,3,1,2,2,3,2,3,3,3,3,3,2,2,3,3,1,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,3,7,4,109,1,,2,1,1977,40,3,2,1,1,1,1,3,1,5,2,3,2,1,1,2,1,1,2,8,3,0,218012,,6,1,3,3,1,2,1,3,1,1,1,3,2,3,2,2,2,2,2,1,2,1,3,3,3,3,3,3,4,3,1,2,2,2,1,3,3,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,3,5,3,110,1,,2,2,1999,18,1,1,1,1,1,1,2,1,6,0,3,2,6,,,2,1,4,8,3,0,218012,5,5,1,1,1,1,3,2,3,1,1,1,4,3,3,3,3,3,1,1,1,1,1,4,1,3,3,3,3,3,3,3,2,3,3,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,2,7,4,112,1,,2,2,1972,45,4,2,1,1,1,1,4,1,3,5,6,3,5,,,1,4,4,1,1,1,218012,10,,1,1,1,1,3,1,1,1,2,2,3,2,2,2,2,2,2,1,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,2,7,4,113,1,,2,2,1995,22,1,1,1,1,1,1,3,1,2,2,4,2,5,,,2,1,3,7,2,1,218012,6,10,1,1,1,1,4,3,2,1,1,1,3,2,1,3,2,3,1,2,2,2,2,3,2,2,3,3,4,4,3,3,3,2,2,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,2,7,4,113,1,,2,1,1987,30,2,2,1,1,1,1,10,2,4,1,1,1,7,,,2,2,3,5,2,0,218013,8,7,2,3,2,1,4,4,4,2,3,1,2,3,2,2,1,4,3,3,2,2,2,2,1,3,3,4,4,4,3,3,3,3,3,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,2,4,3,2,115,1,,1,2,1958,60,5,3,1,1,1,1,2,1,5,3,6,3,4,,,2,1,4,7,2,1,218011,,,2,1,1,,1,1,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,3,5,3,117,1,,1,2,1985,32,2,2,1,1,1,1,5,1,2,3,3,2,7,,,2,2,1,5,2,0,218012,4,5,1,2,2,1,4,1,1,1,1,1,3,2,3,3,1,1,3,1,1,1,1,3,1,1,3,3,3,3,3,1,2,2,3,1,3,2,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,3,5,3,117,1,,2,1,1971,46,4,2,1,1,1,1,3,1,3,3,6,3,1,2,1,1,2,4,1,1,0,218012,5,6,1,2,2,1,4,4,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,3,5,3,117,1,,2,1,1960,57,5,3,1,1,1,1,5,1,2,4,1,1,3,4,2,1,3,2,5,2,1,218012,5,7,2,1,1,1,4,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,3,5,3,117,1,,2,2,1955,63,5,3,1,1,1,1,5,1,1,5,6,3,4,2,,1,2,3,4,2,1,218012,,3,1,1,2,1,3,2,2,1,2,1,3,2,2,3,1,2,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,3,3,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,2,5,2,1,119,2,,1,1,1954,63,5,3,1,1,1,1,6,1,1,8,1,1,4,,2,1,2,4,3,1,9,218012,4,9,3,1,2,1,4,3,2,1,1,1,4,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,1,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,2,4,5,3,126,1,,1,1,1977,40,3,2,1,1,1,1,4,1,1,2,1,1,1,8,2,1,3,3,6,2,1,218012,1,8,1,1,1,1,4,2,2,1,2,2,3,2,1,3,2,2,2,2,1,1,3,2,2,3,2,4,4,2,3,3,3,2,1,1,3,3,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,1,8,5,129,2,,1,2,1993,24,1,1,1,1,1,1,5,1,6,0,3,2,1,,2,2,3,1,3,1,0,218012,5,9,3,1,1,1,3,1,1,1,1,1,3,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,1,8,5,129,1,,2,1,1992,25,2,1,1,1,1,1,1,1,6,0,2,1,1,8,,2,2,2,5,2,0,218012,5,5,4,2,1,1,4,3,3,2,2,2,3,3,3,3,2,3,2,3,2,2,2,4,3,3,3,3,3,4,3,3,2,3,2,2,4,3,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,1,8,5,132,1,,2,2,1978,39,3,2,1,1,1,1,4,1,1,2,6,3,1,4,2,1,2,3,7,2,0,218012,3,8,1,2,2,1,4,2,3,1,2,2,3,3,2,2,1,3,2,2,1,1,2,3,1,3,3,2,1,1,1,2,2,1,,2,2,2,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,1,8,5,132,2,,1,1,1953,64,5,3,1,1,1,1,5,1,3,3,8,3,1,1,2,1,1,4,5,2,,218012,5,10,3,3,3,1,4,3,4,2,3,3,3,3,4,3,3,3,1,1,1,1,1,4,1,3,3,4,4,4,1,4,4,3,3,4,4,3,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,1,8,5,132,1,,1,2,1989,28,2,1,1,1,1,1,5,1,2,3,3,2,2,4,2,2,3,3,5,2,0,218012,,7,1,1,1,1,3,2,2,1,1,1,3,2,2,2,1,2,2,1,1,2,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,1,8,5,133,1,,1,1,1962,56,5,3,1,1,2,1,4,1,3,1,5,3,3,4,,1,2,5,1,1,0,218012,10,9,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,1,8,5,133,1,,1,2,1994,24,1,1,1,1,1,1,3,2,6,1,6,3,2,4,,2,4,4,6,2,0,218012,9,4,4,1,1,,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,1,8,5,135,1,,1,1,1965,52,4,3,1,1,1,1,3,2,6,1,3,2,3,4,2,2,2,4,7,2,0,218012,6,1,1,2,2,1,4,2,4,1,2,2,3,4,2,2,1,3,2,2,1,2,1,4,2,2,1,3,4,3,3,4,1,1,1,1,4,3,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,1,8,5,135,1,,1,1,1971,46,4,2,2,,,2,4,1,1,2,7,3,7,,2,2,3,3,2,1,0,218012,3,8,4,3,3,1,4,3,4,2,2,3,3,3,3,3,2,3,3,3,2,3,1,4,3,4,3,3,3,3,3,2,2,2,1,2,3,2,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,1,8,5,135,2,,2,2,1987,30,2,2,1,1,1,1,4,1,1,2,6,3,7,3,2,2,3,3,2,1,2,218012,2,5,2,2,3,1,4,1,2,1,1,1,2,2,1,1,1,3,2,1,1,1,1,4,2,2,2,1,1,1,2,2,1,1,,2,2,2,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,1,8,5,137,1,,1,2,1966,52,4,3,1,1,1,1,1,1,5,0,6,3,3,,,,2,3,6,2,0,218012,5,9,1,2,1,1,3,2,2,2,1,1,3,2,2,3,1,3,2,2,3,2,2,3,3,2,2,2,2,1,1,1,3,1,1,2,2,2,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,1,8,5,141,2,,1,1,1980,37,3,2,1,1,1,1,5,1,6,1,7,3,7,,,2,3,3,5,2,1,218012,10,8,4,3,3,1,4,2,2,1,2,1,3,2,3,3,3,1,2,2,1,2,1,4,2,3,3,3,3,4,3,2,3,3,3,3,4,3,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,1,8,5,142,1,,1,1,1975,42,3,2,1,1,1,1,6,2,1,1,6,3,3,4,2,2,2,3,4,2,0,218012,9,5,1,2,1,1,4,2,2,1,1,1,1,2,2,3,1,2,2,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,2,5,2,1,144,1,,2,1,1953,64,5,3,1,1,1,1,3,1,1,7,3,2,4,,,1,3,3,4,2,1,218012,,5,1,3,2,,3,3,3,2,1,2,4,3,1,,1,1,3,3,1,1,1,3,3,3,3,3,3,3,,2,2,,,,2,,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,2,5,2,1,144,1,,1,2,1988,30,2,2,1,1,1,1,2,1,2,0,6,3,2,2,1,2,1,3,7,2,,218012,5,5,1,2,2,1,4,2,2,1,1,1,3,2,3,2,1,2,2,1,1,1,1,2,2,3,2,3,2,3,1,1,3,2,1,1,1,1,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,2,5,2,1,144,1,,2,1,1981,36,3,2,1,1,1,1,3,1,1,1,6,3,1,3,1,2,1,3,5,2,1,218012,5,3,1,1,1,,4,2,3,1,1,1,4,4,2,2,2,4,3,2,2,1,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,2,5,2,1,147,1,,1,1,1984,33,2,2,1,1,1,1,4,2,6,0,4,2,3,9,,1,4,2,4,2,0,218011,3,5,1,1,1,1,4,3,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,3,2,2,2,1,3,3,1,2,2,2,1,1,2,1,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,2,6,3,150,1,,2,2,1977,40,3,2,1,1,1,1,5,1,2,3,2,1,5,,,2,4,1,1,1,2,218012,5,5,1,1,1,1,4,4,3,3,2,2,3,3,2,3,3,2,4,2,1,2,2,3,2,2,3,4,4,3,3,3,2,3,3,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,2,5,3,2,159,1,,1,2,1989,28,2,1,1,1,1,1,3,1,2,1,6,3,1,3,1,1,4,3,5,2,1,218012,1,10,2,1,3,1,3,2,2,1,2,2,2,3,1,1,3,3,3,1,1,1,1,4,1,2,3,3,2,3,4,4,3,3,3,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,2,5,3,2,159,1,,2,2,1958,60,5,3,1,1,1,1,4,1,5,5,1,1,5,,,2,2,,,,2,218012,,,1,,,1,4,3,3,3,3,1,3,3,3,1,1,3,3,1,1,1,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,2,7,4,160,2,,1,1,1987,30,2,2,1,1,1,1,5,2,6,0,6,3,1,1,2,1,2,1,3,1,0,218012,5,7,1,2,1,1,4,2,2,2,1,1,2,4,1,2,3,1,2,1,1,1,1,3,2,4,2,3,3,3,3,2,2,2,2,2,4,2,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,2,7,4,160,2,,1,1,1989,28,2,1,1,1,1,1,3,1,2,1,6,3,1,3,2,1,2,3,5,2,1,218012,3,5,3,3,3,1,4,3,3,1,3,3,3,3,3,3,1,3,3,3,1,2,1,3,3,2,3,3,3,3,2,3,3,3,2,3,2,2,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,1,2,7,4,161,2,,2,2,1961,56,5,3,1,1,1,1,7,1,6,3,3,2,1,5,2,1,3,2,5,2,1,218012,,7,2,1,1,1,4,2,2,2,,,,,,1,1,1,,,,1,1,1,,1,1,3,,3,,1,1,1,,,2,3,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,2,2,7,4,162,1,,1,2,1957,60,5,3,1,1,1,1,3,1,3,2,1,1,1,6,2,2,2,2,5,2,1,218012,6,3,1,1,1,1,2,2,2,1,2,3,4,4,2,2,1,2,1,2,1,1,1,4,3,2,3,4,4,4,3,1,1,1,1,1,3,2,,,,,,,,,,,,1,1,1
2,7,2018,218,ECU,2182018,1.0,0.8333333,2,2,7,4,162,2,,1,2,1995,23,1,1,1,1,1,1,12,1,1,2,1,1,5,,,2,2,3,6,2,1,218012,1,1,3,1,2,1,4,2,2,1,1,1,4,3,3,3,3,3,3,3,3,1,3,4,4,2,4,2,4,4,3,3,3,3,3,3,3,3,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.991071429,0.8333333,1,1,8,5,1,2,,1,2,1984,33,2,2,2,2,2,,4,1,1,2,3,2,7,8,2,2,4,1,1,1,3,300001,,10,1,1,1,1,4,2,3,2,3,3,3,3,2,3,,3,,2,1,1,3,3,,2,2,4,,4,3,3,,,3,,4,,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,5.0,0.8333333,1,1,8,5,1,1,,1,2,1989,28,2,1,2,2,2,2,4,1,1,2,1,1,7,8,2,2,4,1,2,1,3,300001,5,,3,2,1,2,4,3,3,3,4,4,4,3,3,3,,3,3,2,2,2,3,4,3,3,3,3,3,4,3,3,,,3,3,3,3,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,1.260416667,0.8333333,1,1,8,5,1,2,,1,2,1989,28,2,1,2,2,2,2,4,1,1,2,3,2,5,0,,2,3,2,2,1,3,300001,,,1,1,1,2,4,2,3,2,2,2,4,3,2,2,2,3,3,1,1,2,2,4,1,3,3,3,3,4,2,3,1,2,1,1,3,3,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.862068966,0.8333333,1,1,8,5,2,1,,2,2,1977,40,3,2,2,2,2,2,4,1,1,2,2,1,1,8,2,2,2,2,3,1,5,300001,,8,1,1,1,1,4,2,3,1,2,2,4,3,2,2,2,3,3,3,3,3,3,,3,3,2,3,3,3,3,3,2,3,3,2,3,,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.991071429,0.8333333,1,1,8,5,2,1,,2,2,1979,38,3,2,2,2,2,2,4,1,1,2,2,1,2,8,2,1,2,1,2,1,5,300001,5,9,1,1,1,1,4,2,3,1,2,2,3,3,2,2,2,3,3,3,3,3,2,,,2,2,,,3,3,3,2,3,3,2,3,,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.991071429,0.8333333,1,1,8,5,2,1,,2,1,1985,32,2,2,2,2,2,2,4,1,1,2,3,2,7,8,2,1,2,2,3,1,5,300005,,9,2,1,1,1,4,2,3,2,2,2,4,3,2,2,3,2,2,2,2,2,2,,3,,3,3,3,3,3,3,2,3,3,2,3,,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.93877551,0.8333333,1,1,8,5,2,1,,2,1,1969,48,4,2,2,2,2,2,2,1,1,2,6,3,1,8,2,1,2,1,2,1,5,300005,5,9,1,1,1,1,4,2,3,1,2,2,3,1,2,2,2,3,3,,,,2,,,2,3,,2,3,3,3,1,3,2,2,3,,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.991071429,0.8333333,1,1,8,5,2,1,,1,1,1980,37,3,2,2,2,2,2,2,1,1,0,3,2,1,8,2,1,2,1,3,1,5,300001,,8,1,1,1,1,4,2,3,1,2,2,4,3,2,2,2,3,3,3,3,3,2,,3,2,2,,,3,3,3,2,3,3,2,3,,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.866666667,0.8333333,1,1,8,5,4,2,,1,1,1978,39,3,2,2,2,2,2,1,1,6,0,6,3,1,7,2,1,2,2,4,2,3,300001,5,7,1,2,1,1,4,2,2,2,2,2,1,2,2,3,,3,2,2,1,1,3,3,4,2,2,2,3,2,1,2,2,3,3,2,2,2,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.862068966,0.8333333,1,1,8,5,4,2,,2,2,1977,40,3,2,2,2,2,2,4,1,1,2,3,2,7,8,2,2,2,2,5,2,3,300001,3,8,1,1,1,1,3,2,2,1,3,2,2,3,2,3,,2,2,1,1,1,3,4,4,3,2,3,2,2,3,3,2,2,3,2,,,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.862068966,0.8333333,1,1,8,5,4,1,,2,1,1970,47,4,2,2,2,2,2,5,1,1,3,3,2,2,7,2,1,3,2,3,1,5,300005,,8,1,1,1,1,4,1,3,2,3,2,4,3,2,3,,4,3,3,2,2,4,4,4,3,2,3,2,3,3,3,2,,,3,3,2,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.991071429,0.8333333,1,1,8,5,4,1,,2,2,1980,37,3,2,2,2,2,2,4,1,1,2,4,2,7,5,2,2,3,2,3,1,,300001,,7,1,1,1,1,4,2,1,1,1,1,4,2,3,3,,4,3,2,2,2,3,3,,3,2,2,3,3,2,3,2,,,1,3,,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.93877551,0.8333333,1,1,8,5,4,1,,1,2,1973,44,3,2,2,2,2,2,3,1,3,2,6,3,1,5,2,1,2,2,5,2,3,300001,,8,2,2,1,1,4,2,2,1,1,1,4,2,2,2,1,4,2,2,1,1,3,3,4,3,1,3,3,2,2,3,2,3,3,2,3,2,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,3.333333333,0.8333333,1,1,8,5,4,1,,2,1,1986,31,2,2,2,2,2,2,4,1,1,2,1,1,7,8,2,2,3,1,3,1,3,300001,,6,2,1,1,1,4,1,1,1,1,2,2,3,2,3,,3,2,2,2,2,3,3,4,2,1,3,2,3,2,3,2,,,1,2,2,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.991071429,0.8333333,1,1,8,5,4,1,,2,2,1982,35,3,2,2,2,2,2,4,1,1,2,2,1,7,8,2,1,4,2,3,1,3,300001,,6,2,1,1,1,4,2,2,2,2,2,3,3,2,2,,3,2,3,2,2,3,3,,3,2,3,2,3,3,4,2,,,1,3,,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.991071429,0.8333333,1,1,8,5,5,2,,1,2,1979,38,3,2,2,2,2,1,3,1,1,1,3,2,3,8,2,2,2,3,5,2,9,300001,,10,1,1,1,1,4,2,3,2,2,1,1,1,2,1,1,3,3,1,1,1,2,,1,2,2,3,1,1,2,1,2,,1,,,,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.991071429,0.8333333,1,1,8,5,5,1,,1,2,1978,39,3,2,2,2,2,1,4,1,1,2,2,1,7,,,2,2,3,4,2,5,300001,5,6,1,1,,1,4,2,3,1,,,3,3,3,3,3,3,3,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,1.260416667,0.8333333,1,1,8,5,6,1,,1,1,1994,23,1,1,2,2,2,1,3,2,6,0,4,2,7,4,2,2,2,2,2,1,0,300001,4,10,3,2,2,1,4,,3,3,3,3,1,1,1,1,2,2,2,1,1,1,2,3,2,2,2,3,,3,3,3,2,3,2,2,3,3,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.866666667,0.8333333,1,1,8,5,6,1,,1,1,1984,33,2,2,2,2,2,1,3,1,1,1,6,3,7,1,2,2,4,3,3,1,3,300001,5,8,2,2,1,2,4,2,3,2,3,2,3,2,2,1,2,2,2,2,2,2,,,2,1,1,3,3,3,2,3,1,,3,,,,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.862068966,0.8333333,1,1,8,5,6,1,,1,1,1970,47,4,2,2,2,2,1,4,1,1,2,3,2,1,6,2,1,3,2,3,1,3,300001,1,8,3,2,2,1,4,3,3,2,3,3,3,3,2,2,2,3,3,3,2,3,2,4,3,2,3,3,3,3,3,3,2,4,3,3,3,3,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.866666667,0.8333333,1,1,8,5,6,1,,2,2,1978,39,3,2,2,2,2,1,4,1,1,1,6,3,1,8,,2,2,2,2,1,3,300001,3,7,2,2,2,1,4,,3,3,3,3,4,3,1,1,,2,3,3,2,2,3,4,,,2,,,,,2,1,,3,,,,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.693069307,0.8333333,1,1,8,5,6,1,,1,2,1960,57,5,3,2,2,2,1,2,1,1,2,3,2,1,7,,1,3,2,3,1,3,300001,,7,1,2,1,1,4,2,3,2,,,4,,,,,3,3,3,2,2,3,3,,3,3,,,,3,4,,,,,,,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.693069307,0.8333333,1,1,8,5,8,2,,1,2,1965,52,4,3,2,2,2,2,4,1,1,2,3,2,5,0,,2,4,1,3,1,3,300001,5,7,1,1,1,1,4,3,4,1,2,2,4,3,2,3,,2,2,,2,2,,4,3,3,3,3,,4,3,,2,,,,3,,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.862068966,0.8333333,1,1,8,5,10,2,,1,2,1975,42,3,2,2,2,2,2,3,1,6,2,3,2,1,4,2,1,3,1,2,1,3,300001,5,10,1,1,1,1,4,2,3,2,2,2,2,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,4,3,3,2,,2,,3,,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.862068966,0.8333333,1,1,8,5,12,2,,2,1,1973,44,3,2,2,2,2,1,4,1,1,2,2,1,7,,,1,2,2,4,2,3,300001,5,1,2,1,1,1,4,3,3,,3,3,4,4,2,2,2,2,3,1,1,1,1,3,2,3,3,2,3,3,2,2,,,1,,,,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.862068966,0.8333333,1,1,8,5,13,1,,1,1,1974,43,3,2,2,2,2,2,4,1,1,2,2,1,1,7,2,1,2,2,4,2,3,300001,,7,2,1,1,1,4,2,3,2,2,2,3,3,2,2,,3,2,3,1,1,3,3,,3,1,2,2,2,1,2,2,,2,,,,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.866666667,0.8333333,1,1,8,5,25,1,,1,1,1979,38,3,2,2,2,2,2,4,1,1,2,6,3,1,8,2,1,2,2,4,2,5,300005,,9,1,2,1,1,4,2,2,1,1,1,,3,3,3,,3,3,3,,3,3,3,,3,3,2,2,3,2,3,2,3,2,3,3,3,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.991071429,0.8333333,1,1,8,5,25,2,,1,1,1980,37,3,2,2,2,2,2,4,1,1,2,2,1,2,7,2,1,2,2,3,1,5,300001,,9,1,2,1,1,4,2,3,1,2,3,4,3,2,2,,3,3,2,2,2,3,4,,2,3,,,3,2,3,2,,2,,,,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,1.260416667,0.8333333,1,1,8,5,27,1,,1,2,1992,25,2,1,2,2,2,2,3,1,1,1,3,2,5,0,,2,2,3,4,2,5,300001,,9,1,2,2,1,4,2,3,2,2,2,3,,1,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.93877551,0.8333333,1,1,8,5,28,1,,1,2,1970,47,4,2,2,2,2,1,2,1,1,0,6,3,7,1,2,2,2,3,4,2,9,300001,4,10,1,2,2,2,3,1,4,3,3,3,4,3,1,1,1,2,1,1,1,1,3,3,1,3,1,3,3,4,2,2,1,1,1,1,1,1,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.516666667,0.8333333,1,1,8,5,28,1,,1,1,1946,71,6,3,2,2,2,2,1,1,3,2,6,3,3,4,2,1,2,4,3,1,3,300001,5,10,1,3,1,1,3,3,3,3,3,3,3,4,1,1,1,4,3,2,1,1,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.868421053,0.8333333,1,1,8,5,29,1,,1,2,1960,57,5,3,2,2,2,2,1,1,5,0,6,3,4,8,2,1,2,1,3,1,3,300001,,1,1,1,1,1,4,3,3,3,3,3,3,3,2,2,3,2,3,2,1,2,3,3,3,2,2,3,3,3,2,3,1,3,2,2,3,,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.862068966,0.8333333,1,1,8,5,29,1,,1,1,1974,43,3,2,2,2,2,2,3,1,1,1,3,2,1,7,2,1,2,1,2,1,5,300001,,9,1,1,1,1,4,2,3,2,2,2,3,,2,1,2,3,3,,,,3,3,,2,2,2,2,2,2,3,1,3,2,2,3,2,,,,,,,,,,,,1,1,1
2,7,2017,300,GRC,3002017,0.862068966,0.8333333,1,1,8,5,31,2,,1,2,1974,43,3,2,2,2,2,2,2,2,,0,3,2,2,6,,1,2,2,4,2,3,300001,6,4,2,2,1,1,4,3,3,2,3,2,4,4,2,2,2,3,3,3,2,3,3,4,4,3,4,4,4,4,3,3,3,4,3,3,4,2,,,,,,,,,,,,1,1,1
